"ID","Sex","Year","BirthYear","FinalYear","ARS1yr","GroupSize","HelpersF","Siblings","TQ","MotherID","FatherID","DominantMaleID","AgeMother","AgeFather","DominantMaleAge"
5764,1,2015,2011,2015,0,3,1,0,50296.60333,5452,5334,5334,2.36712328767123,2.6027397260274,2.6027397260274
5765,1,2011,2011,2013,0,2,0,0,16043.08771,5319,5335,5335,2.5972602739726,2.95342465753425,2.95342465753425
5765,1,2012,2011,2013,0,2,0,0,16043.08771,5319,5335,5335,2.5972602739726,2.95342465753425,2.95342465753425
5765,1,2013,2011,2013,0,2,0,0,16043.08771,5319,5335,5335,2.5972602739726,2.95342465753425,2.95342465753425
5766,0,2012,2011,2015,0,3,1,0,20777.7387,5337,5508,5508,2.38356164383562,1.87397260273973,1.87397260273973
5766,0,2013,2011,2015,1,3,1,0,20777.7387,5337,5508,5508,2.38356164383562,1.87397260273973,1.87397260273973
5766,0,2011,2011,2015,0,3,1,0,20777.7387,5337,5508,5508,2.38356164383562,1.87397260273973,1.87397260273973
5766,0,2014,2011,2015,1,3,1,0,20777.7387,5337,5508,5508,2.38356164383562,1.87397260273973,1.87397260273973
5766,0,2015,2011,2015,0,3,1,0,20777.7387,5337,5508,5508,2.38356164383562,1.87397260273973,1.87397260273973
5767,1,2012,2011,2012,0,2,0,0,9596.9465325,5524,4860,4860,2.03561643835616,5.55616438356164,5.55616438356164
5767,1,2011,2011,2012,0,2,0,0,9596.9465325,5524,4860,4860,2.03561643835616,5.55616438356164,5.55616438356164
5768,1,2011,2011,2012,0,3,1,0,47765.0493,4917,5144,5144,5.16438356164384,4.17808219178082,4.17808219178082
5768,1,2012,2011,2012,0,3,1,0,47765.0493,4917,5144,5144,5.16438356164384,4.17808219178082,4.17808219178082
5769,0,2011,2011,2015,0,2,0,0,32559.81754,5450,5614,5614,2.34246575342466,0.904109589041096,0.904109589041096
5769,0,2012,2011,2015,0,2,0,0,32559.81754,5450,5614,5614,2.34246575342466,0.904109589041096,0.904109589041096
5769,0,2014,2011,2015,1,2,0,0,32559.81754,5450,5614,5614,2.34246575342466,0.904109589041096,0.904109589041096
5769,0,2013,2011,2015,0,2,0,0,32559.81754,5450,5614,5614,2.34246575342466,0.904109589041096,0.904109589041096
5769,0,2015,2011,2015,0,2,0,0,32559.81754,5450,5614,5614,2.34246575342466,0.904109589041096,0.904109589041096
5771,0,2012,2011,2012,0,2,0,0,16874.515345,4999,5513,5655,4.78904109589041,2.04931506849315,0.882191780821918
5771,0,2011,2011,2012,0,2,0,0,16874.515345,4999,5513,5655,4.78904109589041,2.04931506849315,0.882191780821918
5772,0,2013,2011,2013,0,2,0,0,42700.41813,1415,4890,4890,13.2082191780822,5.22191780821918,5.22191780821918
5772,0,2012,2011,2013,0,2,0,0,42700.41813,1415,4890,4890,13.2082191780822,5.22191780821918,5.22191780821918
5772,0,2011,2011,2013,0,2,0,0,42700.41813,1415,4890,4890,13.2082191780822,5.22191780821918,5.22191780821918
