"ID","Sex","Year","BirthYear","FinalYear","ARS1yr","GroupSize","HelpersF","Siblings","TQ","MotherID","FatherID","DominantMaleID","AgeMother","AgeFather","DominantMaleAge"
335,1,2003,2003,2004,0,3,0,0,3904.914362,1222,1287,1684,5.78356164383562,5.78356164383562,2.75616438356164
335,1,2004,2003,2004,0,3,0,0,3904.914362,1222,1287,1684,5.78356164383562,5.78356164383562,2.75616438356164
841,0,1996,1995,1996,0,4,1,0,49918.50431,454,221,221,2.5013698630137,6.63013698630137,6.63013698630137
841,0,1995,1995,1996,0,4,1,0,49918.50431,454,221,221,2.5013698630137,6.63013698630137,6.63013698630137
867,1,1998,1995,1998,0,4,1,0,31100.67834,823,562,562,1.11506849315068,1.93698630136986,1.93698630136986
867,1,1997,1995,1998,1,4,1,0,31100.67834,823,562,562,1.11506849315068,1.93698630136986,1.93698630136986
867,1,1995,1995,1998,0,4,1,0,31100.67834,823,562,562,1.11506849315068,1.93698630136986,1.93698630136986
867,1,1996,1995,1998,0,4,1,0,31100.67834,823,562,562,1.11506849315068,1.93698630136986,1.93698630136986
868,1,1998,1995,1998,1,2,0,0,34684.42647,169,507,21,6.80821917808219,1.98904109589041,12.3616438356164
868,1,1996,1995,1998,0,2,0,0,34684.42647,169,507,21,6.80821917808219,1.98904109589041,12.3616438356164
868,1,1997,1995,1998,1,2,0,0,34684.42647,169,507,21,6.80821917808219,1.98904109589041,12.3616438356164
868,1,1995,1995,1998,0,2,0,0,34684.42647,169,507,21,6.80821917808219,1.98904109589041,12.3616438356164
869,0,1996,1995,2010,0,2,0,0,95693.34268,561,467,467,1.94520547945205,2.8958904109589,2.8958904109589
869,0,1999,1995,2010,2,2,0,0,95693.34268,561,467,467,1.94520547945205,2.8958904109589,2.8958904109589
869,0,2007,1995,2010,0,2,0,0,95693.34268,561,467,467,1.94520547945205,2.8958904109589,2.8958904109589
869,0,1998,1995,2010,0,2,0,0,95693.34268,561,467,467,1.94520547945205,2.8958904109589,2.8958904109589
869,0,1995,1995,2010,0,2,0,0,95693.34268,561,467,467,1.94520547945205,2.8958904109589,2.8958904109589
869,0,1997,1995,2010,0,2,0,0,95693.34268,561,467,467,1.94520547945205,2.8958904109589,2.8958904109589
869,0,2010,1995,2010,0,2,0,0,95693.34268,561,467,467,1.94520547945205,2.8958904109589,2.8958904109589
869,0,2009,1995,2010,0,2,0,0,95693.34268,561,467,467,1.94520547945205,2.8958904109589,2.8958904109589
869,0,2008,1995,2010,0,2,0,0,95693.34268,561,467,467,1.94520547945205,2.8958904109589,2.8958904109589
869,0,2000,1995,2010,0,2,0,0,95693.34268,561,467,467,1.94520547945205,2.8958904109589,2.8958904109589
869,0,2006,1995,2010,1,2,0,0,95693.34268,561,467,467,1.94520547945205,2.8958904109589,2.8958904109589
869,0,2001,1995,2010,1,2,0,0,95693.34268,561,467,467,1.94520547945205,2.8958904109589,2.8958904109589
869,0,2005,1995,2010,0,2,0,0,95693.34268,561,467,467,1.94520547945205,2.8958904109589,2.8958904109589
869,0,2003,1995,2010,0,2,0,0,95693.34268,561,467,467,1.94520547945205,2.8958904109589,2.8958904109589
869,0,2002,1995,2010,1,2,0,0,95693.34268,561,467,467,1.94520547945205,2.8958904109589,2.8958904109589
869,0,2004,1995,2010,1,2,0,0,95693.34268,561,467,467,1.94520547945205,2.8958904109589,2.8958904109589
880,0,1999,1995,1999,0,4,0,0,33474.996155,443,200,200,2.95616438356164,6.86849315068493,6.86849315068493
880,0,1997,1995,1999,1,4,0,0,33474.996155,443,200,200,2.95616438356164,6.86849315068493,6.86849315068493
880,0,1995,1995,1999,0,4,0,0,33474.996155,443,200,200,2.95616438356164,6.86849315068493,6.86849315068493
880,0,1998,1995,1999,0,4,0,0,33474.996155,443,200,200,2.95616438356164,6.86849315068493,6.86849315068493
880,0,1996,1995,1999,0,4,0,0,33474.996155,443,200,200,2.95616438356164,6.86849315068493,6.86849315068493
884,1,1998,1995,1998,0,3,1,0,59399.30612,469,467,606,3,3,2.08767123287671
884,1,1995,1995,1998,0,3,1,0,59399.30612,469,467,606,3,3,2.08767123287671
884,1,1996,1995,1998,0,3,1,0,59399.30612,469,467,606,3,3,2.08767123287671
884,1,1997,1995,1998,2,3,1,0,59399.30612,469,467,606,3,3,2.08767123287671
885,0,1995,1995,1996,0,2,0,0,70954.401315,172,1861,1861,6.05205479452055,1.15890410958904,1.15890410958904
885,0,1996,1995,1996,0,2,0,0,70954.401315,172,1861,1861,6.05205479452055,1.15890410958904,1.15890410958904
886,1,1997,1995,2000,0,3,0,0,44574.686115,502,215,215,2.0986301369863,7.04931506849315,7.04931506849315
886,1,1999,1995,2000,1,3,0,0,44574.686115,502,215,215,2.0986301369863,7.04931506849315,7.04931506849315
886,1,2000,1995,2000,0,3,0,0,44574.686115,502,215,215,2.0986301369863,7.04931506849315,7.04931506849315
886,1,1998,1995,2000,0,3,0,0,44574.686115,502,215,215,2.0986301369863,7.04931506849315,7.04931506849315
886,1,1996,1995,2000,0,3,0,0,44574.686115,502,215,215,2.0986301369863,7.04931506849315,7.04931506849315
886,1,1995,1995,2000,0,3,0,0,44574.686115,502,215,215,2.0986301369863,7.04931506849315,7.04931506849315
887,1,1996,1995,1997,0,4,0,0,152472.53235,171,877,877,6.57534246575342,1.03561643835616,1.03561643835616
887,1,1997,1995,1997,0,4,0,0,152472.53235,171,877,877,6.57534246575342,1.03561643835616,1.03561643835616
887,1,1995,1995,1997,0,4,0,0,152472.53235,171,877,877,6.57534246575342,1.03561643835616,1.03561643835616
888,1,1996,1995,1997,0,4,0,0,42022.370175,441,860,42,3.01643835616438,1.11232876712329,10.641095890411
888,1,1995,1995,1997,0,4,0,0,42022.370175,441,860,42,3.01643835616438,1.11232876712329,10.641095890411
888,1,1997,1995,1997,0,4,0,0,42022.370175,441,860,42,3.01643835616438,1.11232876712329,10.641095890411
889,1,1995,1995,1996,0,4,1,1,26565.58905,442,609,929,3.01643835616438,2.09315068493151,1.18082191780822
889,1,1996,1995,1996,0,4,1,1,26565.58905,442,609,929,3.01643835616438,2.09315068493151,1.18082191780822
890,1,2000,1995,2000,0,4,1,1,26565.58905,199,609,929,8.7041095890411,2.09315068493151,1.18082191780822
890,1,1998,1995,2000,0,4,1,1,26565.58905,199,609,929,8.7041095890411,2.09315068493151,1.18082191780822
890,1,1995,1995,2000,0,4,1,1,26565.58905,199,609,929,8.7041095890411,2.09315068493151,1.18082191780822
890,1,1999,1995,2000,0,4,1,1,26565.58905,199,609,929,8.7041095890411,2.09315068493151,1.18082191780822
890,1,1996,1995,2000,0,4,1,1,26565.58905,199,609,929,8.7041095890411,2.09315068493151,1.18082191780822
890,1,1997,1995,2000,0,4,1,1,26565.58905,199,609,929,8.7041095890411,2.09315068493151,1.18082191780822
950,0,1996,1995,1996,0,2,0,0,61401.02906,217,293,836,6.91232876712329,6.7972602739726,1.07397260273973
950,0,1995,1995,1996,0,2,0,0,61401.02906,217,293,836,6.91232876712329,6.7972602739726,1.07397260273973
951,0,2000,1995,2002,1,3,0,0,50633.95259,457,507,22,2.88767123287671,1.97808219178082,12.0712328767123
951,0,2001,1995,2002,0,3,0,0,50633.95259,457,507,22,2.88767123287671,1.97808219178082,12.0712328767123
951,0,1996,1995,2002,0,3,0,0,50633.95259,457,507,22,2.88767123287671,1.97808219178082,12.0712328767123
951,0,1997,1995,2002,0,3,0,0,50633.95259,457,507,22,2.88767123287671,1.97808219178082,12.0712328767123
951,0,1998,1995,2002,0,3,0,0,50633.95259,457,507,22,2.88767123287671,1.97808219178082,12.0712328767123
951,0,2002,1995,2002,1,3,0,0,50633.95259,457,507,22,2.88767123287671,1.97808219178082,12.0712328767123
951,0,1995,1995,2002,0,3,0,0,50633.95259,457,507,22,2.88767123287671,1.97808219178082,12.0712328767123
951,0,1999,1995,2002,1,3,0,0,50633.95259,457,507,22,2.88767123287671,1.97808219178082,12.0712328767123
1015,1,1996,1995,1996,1,2,0,0,22775.5426775,832,830,523,1.08219178082192,1.08219178082192,1.95616438356164
1015,1,1995,1995,1996,0,2,0,0,22775.5426775,832,830,523,1.08219178082192,1.08219178082192,1.95616438356164
1018,1,1999,1995,2007,2,3,0,0,40201.74228,853,1862,881,1.34794520547945,5.34246575342466,1.21917808219178
1018,1,2000,1995,2007,1,3,0,0,40201.74228,853,1862,881,1.34794520547945,5.34246575342466,1.21917808219178
1018,1,1995,1995,2007,0,3,0,0,40201.74228,853,1862,881,1.34794520547945,5.34246575342466,1.21917808219178
1018,1,1998,1995,2007,1,3,0,0,40201.74228,853,1862,881,1.34794520547945,5.34246575342466,1.21917808219178
1018,1,1997,1995,2007,1,3,0,0,40201.74228,853,1862,881,1.34794520547945,5.34246575342466,1.21917808219178
1018,1,1996,1995,2007,1,3,0,0,40201.74228,853,1862,881,1.34794520547945,5.34246575342466,1.21917808219178
1018,1,2005,1995,2007,0,3,0,0,40201.74228,853,1862,881,1.34794520547945,5.34246575342466,1.21917808219178
1018,1,2007,1995,2007,0,3,0,0,40201.74228,853,1862,881,1.34794520547945,5.34246575342466,1.21917808219178
1018,1,2001,1995,2007,0,3,0,0,40201.74228,853,1862,881,1.34794520547945,5.34246575342466,1.21917808219178
1018,1,2003,1995,2007,1,3,0,0,40201.74228,853,1862,881,1.34794520547945,5.34246575342466,1.21917808219178
1018,1,2004,1995,2007,1,3,0,0,40201.74228,853,1862,881,1.34794520547945,5.34246575342466,1.21917808219178
1018,1,2006,1995,2007,0,3,0,0,40201.74228,853,1862,881,1.34794520547945,5.34246575342466,1.21917808219178
1018,1,2002,1995,2007,0,3,0,0,40201.74228,853,1862,881,1.34794520547945,5.34246575342466,1.21917808219178
1020,1,2000,1995,2002,1,4,0,0,42022.370175,441,436,42,3.24109589041096,2.8986301369863,10.8657534246575
1020,1,1996,1995,2002,0,4,0,0,42022.370175,441,436,42,3.24109589041096,2.8986301369863,10.8657534246575
1020,1,1995,1995,2002,0,4,0,0,42022.370175,441,436,42,3.24109589041096,2.8986301369863,10.8657534246575
1020,1,1998,1995,2002,0,4,0,0,42022.370175,441,436,42,3.24109589041096,2.8986301369863,10.8657534246575
1020,1,1999,1995,2002,1,4,0,0,42022.370175,441,436,42,3.24109589041096,2.8986301369863,10.8657534246575
1020,1,2001,1995,2002,1,4,0,0,42022.370175,441,436,42,3.24109589041096,2.8986301369863,10.8657534246575
1020,1,1997,1995,2002,0,4,0,0,42022.370175,441,436,42,3.24109589041096,2.8986301369863,10.8657534246575
1020,1,2002,1995,2002,0,4,0,0,42022.370175,441,436,42,3.24109589041096,2.8986301369863,10.8657534246575
1021,0,1995,1995,1996,0,4,1,0,44896.73504,840,75,597,1.07123287671233,7.8,1.22739726027397
1021,0,1996,1995,1996,0,4,1,0,44896.73504,840,75,597,1.07123287671233,7.8,1.22739726027397
1023,1,1996,1995,1996,0,3,0,0,36343.769205,511,51,2672,1.97260273972603,8.32054794520548,0.953424657534247
1023,1,1995,1995,1996,0,3,0,0,36343.769205,511,51,2672,1.97260273972603,8.32054794520548,0.953424657534247
1024,0,1997,1995,2007,0,4,1,0,49918.50431,454,507,221,2.89041095890411,1.98082191780822,7.01917808219178
1024,0,1999,1995,2007,0,4,1,0,49918.50431,454,507,221,2.89041095890411,1.98082191780822,7.01917808219178
1024,0,2006,1995,2007,0,4,1,0,49918.50431,454,507,221,2.89041095890411,1.98082191780822,7.01917808219178
1024,0,2005,1995,2007,0,4,1,0,49918.50431,454,507,221,2.89041095890411,1.98082191780822,7.01917808219178
1024,0,1996,1995,2007,0,4,1,0,49918.50431,454,507,221,2.89041095890411,1.98082191780822,7.01917808219178
1024,0,2004,1995,2007,1,4,1,0,49918.50431,454,507,221,2.89041095890411,1.98082191780822,7.01917808219178
1024,0,1998,1995,2007,0,4,1,0,49918.50431,454,507,221,2.89041095890411,1.98082191780822,7.01917808219178
1024,0,2002,1995,2007,0,4,1,0,49918.50431,454,507,221,2.89041095890411,1.98082191780822,7.01917808219178
1024,0,2001,1995,2007,0,4,1,0,49918.50431,454,507,221,2.89041095890411,1.98082191780822,7.01917808219178
1024,0,1995,1995,2007,0,4,1,0,49918.50431,454,507,221,2.89041095890411,1.98082191780822,7.01917808219178
1024,0,2007,1995,2007,0,4,1,0,49918.50431,454,507,221,2.89041095890411,1.98082191780822,7.01917808219178
1024,0,2003,1995,2007,2,4,1,0,49918.50431,454,507,221,2.89041095890411,1.98082191780822,7.01917808219178
1024,0,2000,1995,2007,0,4,1,0,49918.50431,454,507,221,2.89041095890411,1.98082191780822,7.01917808219178
1025,1,1996,1995,1996,0,4,0,0,28717.475165,308,216,216,4.89315068493151,6.93150684931507,6.93150684931507
1025,1,1995,1995,1996,0,4,0,0,28717.475165,308,216,216,4.89315068493151,6.93150684931507,6.93150684931507
1026,0,1998,1996,1998,0,5,1,0,381771.7938,608,510,510,2.64383561643836,2.64383561643836,2.64383561643836
1026,0,1996,1996,1998,0,5,1,0,381771.7938,608,510,510,2.64383561643836,2.64383561643836,2.64383561643836
1026,0,1997,1996,1998,0,5,1,0,381771.7938,608,510,510,2.64383561643836,2.64383561643836,2.64383561643836
1027,1,1996,1995,1996,0,5,0,0,73215.91514,459,176,921,2.88767123287671,6.8,1.09315068493151
1027,1,1995,1995,1996,0,5,0,0,73215.91514,459,176,921,2.88767123287671,6.8,1.09315068493151
1028,1,1998,1995,2000,0,3,0,0,28978.74053,543,545,540,1.94520547945205,1.93972602739726,1.94520547945205
1028,1,1995,1995,2000,0,3,0,0,28978.74053,543,545,540,1.94520547945205,1.93972602739726,1.94520547945205
1028,1,1996,1995,2000,0,3,0,0,28978.74053,543,545,540,1.94520547945205,1.93972602739726,1.94520547945205
1028,1,1997,1995,2000,0,3,0,0,28978.74053,543,545,540,1.94520547945205,1.93972602739726,1.94520547945205
1028,1,2000,1995,2000,1,3,0,0,28978.74053,543,545,540,1.94520547945205,1.93972602739726,1.94520547945205
1028,1,1999,1995,2000,3,3,0,0,28978.74053,543,545,540,1.94520547945205,1.93972602739726,1.94520547945205
1029,1,2001,1996,2010,0,3,1,0,79240.81881,217,836,836,7.89041095890411,2.05205479452055,2.05205479452055
1029,1,2000,1996,2010,0,3,1,0,79240.81881,217,836,836,7.89041095890411,2.05205479452055,2.05205479452055
1029,1,1999,1996,2010,0,3,1,0,79240.81881,217,836,836,7.89041095890411,2.05205479452055,2.05205479452055
1029,1,2005,1996,2010,1,3,1,0,79240.81881,217,836,836,7.89041095890411,2.05205479452055,2.05205479452055
1029,1,1997,1996,2010,0,3,1,0,79240.81881,217,836,836,7.89041095890411,2.05205479452055,2.05205479452055
1029,1,2003,1996,2010,1,3,1,0,79240.81881,217,836,836,7.89041095890411,2.05205479452055,2.05205479452055
1029,1,2002,1996,2010,0,3,1,0,79240.81881,217,836,836,7.89041095890411,2.05205479452055,2.05205479452055
1029,1,2009,1996,2010,1,3,1,0,79240.81881,217,836,836,7.89041095890411,2.05205479452055,2.05205479452055
1029,1,2004,1996,2010,1,3,1,0,79240.81881,217,836,836,7.89041095890411,2.05205479452055,2.05205479452055
1029,1,1998,1996,2010,0,3,1,0,79240.81881,217,836,836,7.89041095890411,2.05205479452055,2.05205479452055
1029,1,1996,1996,2010,0,3,1,0,79240.81881,217,836,836,7.89041095890411,2.05205479452055,2.05205479452055
1029,1,2007,1996,2010,1,3,1,0,79240.81881,217,836,836,7.89041095890411,2.05205479452055,2.05205479452055
1029,1,2008,1996,2010,1,3,1,0,79240.81881,217,836,836,7.89041095890411,2.05205479452055,2.05205479452055
1029,1,2010,1996,2010,0,3,1,0,79240.81881,217,836,836,7.89041095890411,2.05205479452055,2.05205479452055
1029,1,2006,1996,2010,1,3,1,0,79240.81881,217,836,836,7.89041095890411,2.05205479452055,2.05205479452055
1030,1,1997,1996,1997,0,5,1,0,110711.5183,459,947,947,3.86575342465753,1.87397260273973,1.87397260273973
1030,1,1996,1996,1997,0,5,1,0,110711.5183,459,947,947,3.86575342465753,1.87397260273973,1.87397260273973
1031,1,1996,1996,2010,0,4,1,0,101424.5573,168,605,831,6.94246575342466,2.95342465753425,2.06301369863014
1031,1,2005,1996,2010,0,4,1,0,101424.5573,168,605,831,6.94246575342466,2.95342465753425,2.06301369863014
1031,1,1998,1996,2010,0,4,1,0,101424.5573,168,605,831,6.94246575342466,2.95342465753425,2.06301369863014
1031,1,2010,1996,2010,1,4,1,0,101424.5573,168,605,831,6.94246575342466,2.95342465753425,2.06301369863014
1031,1,1997,1996,2010,0,4,1,0,101424.5573,168,605,831,6.94246575342466,2.95342465753425,2.06301369863014
1031,1,2007,1996,2010,0,4,1,0,101424.5573,168,605,831,6.94246575342466,2.95342465753425,2.06301369863014
1031,1,2009,1996,2010,0,4,1,0,101424.5573,168,605,831,6.94246575342466,2.95342465753425,2.06301369863014
1031,1,2004,1996,2010,1,4,1,0,101424.5573,168,605,831,6.94246575342466,2.95342465753425,2.06301369863014
1031,1,1999,1996,2010,1,4,1,0,101424.5573,168,605,831,6.94246575342466,2.95342465753425,2.06301369863014
1031,1,2001,1996,2010,2,4,1,0,101424.5573,168,605,831,6.94246575342466,2.95342465753425,2.06301369863014
1031,1,2006,1996,2010,0,4,1,0,101424.5573,168,605,831,6.94246575342466,2.95342465753425,2.06301369863014
1031,1,2003,1996,2010,1,4,1,0,101424.5573,168,605,831,6.94246575342466,2.95342465753425,2.06301369863014
1031,1,2002,1996,2010,0,4,1,0,101424.5573,168,605,831,6.94246575342466,2.95342465753425,2.06301369863014
1031,1,2008,1996,2010,0,4,1,0,101424.5573,168,605,831,6.94246575342466,2.95342465753425,2.06301369863014
1031,1,2000,1996,2010,0,4,1,0,101424.5573,168,605,831,6.94246575342466,2.95342465753425,2.06301369863014
1032,1,2000,1996,2001,1,4,0,0,71384.19897,827,606,176,2.07397260273973,2.95342465753425,7.77808219178082
1032,1,1999,1996,2001,1,4,0,0,71384.19897,827,606,176,2.07397260273973,2.95342465753425,7.77808219178082
1032,1,1998,1996,2001,0,4,0,0,71384.19897,827,606,176,2.07397260273973,2.95342465753425,7.77808219178082
1032,1,2001,1996,2001,0,4,0,0,71384.19897,827,606,176,2.07397260273973,2.95342465753425,7.77808219178082
1032,1,1996,1996,2001,0,4,0,0,71384.19897,827,606,176,2.07397260273973,2.95342465753425,7.77808219178082
1032,1,1997,1996,2001,0,4,0,0,71384.19897,827,606,176,2.07397260273973,2.95342465753425,7.77808219178082
1033,0,1996,1996,1997,0,3,1,1,157587.9756,297,1862,298,7.45753424657534,6,7.8
1033,0,1997,1996,1997,0,3,1,1,157587.9756,297,1862,298,7.45753424657534,6,7.8
1036,0,1997,1995,1998,0,3,0,0,25975.400695,542,673,208,1.98630136986301,1.97808219178082,6.47945205479452
1036,0,1995,1995,1998,0,3,0,0,25975.400695,542,673,208,1.98630136986301,1.97808219178082,6.47945205479452
1036,0,1998,1995,1998,0,3,0,0,25975.400695,542,673,208,1.98630136986301,1.97808219178082,6.47945205479452
1036,0,1996,1995,1998,0,3,0,0,25975.400695,542,673,208,1.98630136986301,1.97808219178082,6.47945205479452
1042,0,1998,1996,2016,0,2,0,0,121280.7069,1043,559,559,0.96986301369863,2.94794520547945,2.94794520547945
1042,0,2001,1996,2016,0,2,0,0,121280.7069,1043,559,559,0.96986301369863,2.94794520547945,2.94794520547945
1042,0,2003,1996,2016,1,2,0,0,121280.7069,1043,559,559,0.96986301369863,2.94794520547945,2.94794520547945
1042,0,2009,1996,2016,1,2,0,0,121280.7069,1043,559,559,0.96986301369863,2.94794520547945,2.94794520547945
1042,0,2007,1996,2016,1,2,0,0,121280.7069,1043,559,559,0.96986301369863,2.94794520547945,2.94794520547945
1042,0,2004,1996,2016,2,2,0,0,121280.7069,1043,559,559,0.96986301369863,2.94794520547945,2.94794520547945
1042,0,2005,1996,2016,2,2,0,0,121280.7069,1043,559,559,0.96986301369863,2.94794520547945,2.94794520547945
1042,0,1997,1996,2016,0,2,0,0,121280.7069,1043,559,559,0.96986301369863,2.94794520547945,2.94794520547945
1042,0,1996,1996,2016,0,2,0,0,121280.7069,1043,559,559,0.96986301369863,2.94794520547945,2.94794520547945
1042,0,2006,1996,2016,0,2,0,0,121280.7069,1043,559,559,0.96986301369863,2.94794520547945,2.94794520547945
1042,0,2010,1996,2016,0,2,0,0,121280.7069,1043,559,559,0.96986301369863,2.94794520547945,2.94794520547945
1042,0,2015,1996,2016,0,2,0,0,121280.7069,1043,559,559,0.96986301369863,2.94794520547945,2.94794520547945
1042,0,2012,1996,2016,0,2,0,0,121280.7069,1043,559,559,0.96986301369863,2.94794520547945,2.94794520547945
1042,0,1999,1996,2016,2,2,0,0,121280.7069,1043,559,559,0.96986301369863,2.94794520547945,2.94794520547945
1042,0,2016,1996,2016,0,2,0,0,121280.7069,1043,559,559,0.96986301369863,2.94794520547945,2.94794520547945
1042,0,2014,1996,2016,0,2,0,0,121280.7069,1043,559,559,0.96986301369863,2.94794520547945,2.94794520547945
1042,0,2008,1996,2016,0,2,0,0,121280.7069,1043,559,559,0.96986301369863,2.94794520547945,2.94794520547945
1042,0,2000,1996,2016,0,2,0,0,121280.7069,1043,559,559,0.96986301369863,2.94794520547945,2.94794520547945
1042,0,2011,1996,2016,0,2,0,0,121280.7069,1043,559,559,0.96986301369863,2.94794520547945,2.94794520547945
1042,0,2002,1996,2016,0,2,0,0,121280.7069,1043,559,559,0.96986301369863,2.94794520547945,2.94794520547945
1042,0,2013,1996,2016,0,2,0,0,121280.7069,1043,559,559,0.96986301369863,2.94794520547945,2.94794520547945
1045,1,2002,1996,2001,0,2,0,0,59924.91599,503,470,470,3.04109589041096,3.94520547945205,3.94520547945205
1045,1,2003,1996,2001,1,2,0,0,59924.91599,503,470,470,3.04109589041096,3.94520547945205,3.94520547945205
1045,1,1998,1996,2001,0,2,0,0,59924.91599,503,470,470,3.04109589041096,3.94520547945205,3.94520547945205
1045,1,2000,1996,2001,0,2,0,0,59924.91599,503,470,470,3.04109589041096,3.94520547945205,3.94520547945205
1045,1,2001,1996,2001,0,2,0,0,59924.91599,503,470,470,3.04109589041096,3.94520547945205,3.94520547945205
1045,1,1996,1996,2001,0,2,0,0,59924.91599,503,470,470,3.04109589041096,3.94520547945205,3.94520547945205
1045,1,1999,1996,2001,1,2,0,0,59924.91599,503,470,470,3.04109589041096,3.94520547945205,3.94520547945205
1045,1,1997,1996,2001,0,2,0,0,59924.91599,503,470,470,3.04109589041096,3.94520547945205,3.94520547945205
1049,0,2003,1996,2003,0,3,1,0,37106.82432,500,494,494,5.22465753424658,6.06027397260274,6.06027397260274
1049,0,2002,1996,2003,0,3,1,0,37106.82432,500,494,494,5.22465753424658,6.06027397260274,6.06027397260274
1049,0,1999,1996,2003,0,3,1,0,37106.82432,500,494,494,5.22465753424658,6.06027397260274,6.06027397260274
1049,0,1996,1996,2003,0,3,1,0,37106.82432,500,494,494,5.22465753424658,6.06027397260274,6.06027397260274
1049,0,2001,1996,2003,1,3,1,0,37106.82432,500,494,494,5.22465753424658,6.06027397260274,6.06027397260274
1049,0,2000,1996,2003,0,3,1,0,37106.82432,500,494,494,5.22465753424658,6.06027397260274,6.06027397260274
1049,0,1997,1996,2003,0,3,1,0,37106.82432,500,494,494,5.22465753424658,6.06027397260274,6.06027397260274
1049,0,1998,1996,2003,0,3,1,0,37106.82432,500,494,494,5.22465753424658,6.06027397260274,6.06027397260274
1051,0,1998,1996,1998,0,2,0,0,53086.90394,858,857,857,2.08767123287671,2.08767123287671,2.08767123287671
1051,0,1996,1996,1998,0,2,0,0,53086.90394,858,857,857,2.08767123287671,2.08767123287671,2.08767123287671
1051,0,1997,1996,1998,0,2,0,0,53086.90394,858,857,857,2.08767123287671,2.08767123287671,2.08767123287671
1059,0,1997,1996,2004,0,3,1,0,316460.6486,872,602,873,1.98082191780822,3.01917808219178,1.98082191780822
1059,0,1998,1996,2004,0,3,1,0,316460.6486,872,602,873,1.98082191780822,3.01917808219178,1.98082191780822
1059,0,2000,1996,2004,1,3,1,0,316460.6486,872,602,873,1.98082191780822,3.01917808219178,1.98082191780822
1059,0,2001,1996,2004,1,3,1,0,316460.6486,872,602,873,1.98082191780822,3.01917808219178,1.98082191780822
1059,0,2004,1996,2004,0,3,1,0,316460.6486,872,602,873,1.98082191780822,3.01917808219178,1.98082191780822
1059,0,1999,1996,2004,1,3,1,0,316460.6486,872,602,873,1.98082191780822,3.01917808219178,1.98082191780822
1059,0,2003,1996,2004,1,3,1,0,316460.6486,872,602,873,1.98082191780822,3.01917808219178,1.98082191780822
1059,0,2002,1996,2004,0,3,1,0,316460.6486,872,602,873,1.98082191780822,3.01917808219178,1.98082191780822
1059,0,1996,1996,2004,0,3,1,0,316460.6486,872,602,873,1.98082191780822,3.01917808219178,1.98082191780822
1060,0,1997,1996,1998,0,2,0,1,205628.1259,675,549,846,2.94246575342466,2.94246575342466,2.04109589041096
1060,0,1996,1996,1998,0,2,0,1,205628.1259,675,549,846,2.94246575342466,2.94246575342466,2.04109589041096
1060,0,1998,1996,1998,0,2,0,1,205628.1259,675,549,846,2.94246575342466,2.94246575342466,2.04109589041096
1061,1,1998,1996,1998,0,2,0,0,124449.1233,595,215,495,3.05753424657534,8.00821917808219,3.05753424657534
1061,1,1997,1996,1998,0,2,0,0,124449.1233,595,215,495,3.05753424657534,8.00821917808219,3.05753424657534
1061,1,1996,1996,1998,0,2,0,0,124449.1233,595,215,495,3.05753424657534,8.00821917808219,3.05753424657534
1062,1,1998,1996,1999,0,2,0,0,28239.03739,835,860,860,2.12876712328767,2.04109589041096,2.04109589041096
1062,1,1997,1996,1999,0,2,0,0,28239.03739,835,860,860,2.12876712328767,2.04109589041096,2.04109589041096
1062,1,1999,1996,1999,1,2,0,0,28239.03739,835,860,860,2.12876712328767,2.04109589041096,2.04109589041096
1062,1,1996,1996,1999,0,2,0,0,28239.03739,835,860,860,2.12876712328767,2.04109589041096,2.04109589041096
1063,1,1999,1996,2000,0,3,1,1,23163.17749,528,178,178,3.01643835616438,7.85753424657534,7.85753424657534
1063,1,1996,1996,2000,0,3,1,1,23163.17749,528,178,178,3.01643835616438,7.85753424657534,7.85753424657534
1063,1,1998,1996,2000,0,3,1,1,23163.17749,528,178,178,3.01643835616438,7.85753424657534,7.85753424657534
1063,1,1997,1996,2000,0,3,1,1,23163.17749,528,178,178,3.01643835616438,7.85753424657534,7.85753424657534
1063,1,2000,1996,2000,2,3,1,1,23163.17749,528,178,178,3.01643835616438,7.85753424657534,7.85753424657534
1130,0,1998,1996,2000,0,5,1,0,381771.7938,163,510,510,8.34794520547945,3.04657534246575,3.04657534246575
1130,0,1997,1996,2000,0,5,1,0,381771.7938,163,510,510,8.34794520547945,3.04657534246575,3.04657534246575
1130,0,2000,1996,2000,1,5,1,0,381771.7938,163,510,510,8.34794520547945,3.04657534246575,3.04657534246575
1130,0,1996,1996,2000,0,5,1,0,381771.7938,163,510,510,8.34794520547945,3.04657534246575,3.04657534246575
1130,0,1999,1996,2000,0,5,1,0,381771.7938,163,510,510,8.34794520547945,3.04657534246575,3.04657534246575
1151,1,1997,1996,1999,0,3,0,1,38594.54044,542,547,208,2.95616438356164,2.95068493150685,7.44931506849315
1151,1,1996,1996,1999,0,3,0,1,38594.54044,542,547,208,2.95616438356164,2.95068493150685,7.44931506849315
1151,1,1998,1996,1999,0,3,0,1,38594.54044,542,547,208,2.95616438356164,2.95068493150685,7.44931506849315
1151,1,1999,1996,1999,0,3,0,1,38594.54044,542,547,208,2.95616438356164,2.95068493150685,7.44931506849315
1152,0,2001,1997,2002,0,4,1,0,99126.94,199,609,609,10.4328767123288,3.82191780821918,3.82191780821918
1152,0,1999,1997,2002,0,4,1,0,99126.94,199,609,609,10.4328767123288,3.82191780821918,3.82191780821918
